"year","trend","month","region","flagname","fleetcode","geargrpcode","longitude","latitude","eff1","eff1type","dsettype","catchunit","species","measured_catch","total_catch_kgs","depth_m","m_ann_sst","m_ann_chla","ldepth_m","bin"
2000,606,6,"AT","China P.R.","CHN","LL",-22.5,-7.5,63000,"NO.HOOKS","-w","kg","bft",0,79600,-5325,19.97,0.08,8.58016799057763,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,2.5,624000,"NO.HOOKS","-w","kg","bft",0,79600,-5038,20.58,0.14,8.52476445691256,0
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","bet",17500,6563500,-4474,19.5,0.28,8.40603814205008,1
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,66000,"NO.HOOKS","-w","kg","bet",15100,6563500,-4474,19.5,0.28,8.40603814205008,1
2000,606,6,"AT","China P.R.","CHN","LL",12.5,-7.5,63000,"NO.HOOKS","-w","kg","bet",16700,6563500,-160,18.92,1.41,5.07517381523383,1
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-2.5,156000,"NO.HOOKS","-w","kg","bet",22600,6563500,-4715,19.5,0.2,8.45850419506756,1
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-7.5,68000,"NO.HOOKS","-w","kg","bet",19000,6563500,-4297,19.78,0.08,8.365672383775,1
2000,606,6,"AT","China P.R.","CHN","LL",-22.5,-7.5,63000,"NO.HOOKS","-w","kg","bet",21400,6563500,-5325,19.97,0.08,8.58016799057763,1
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,2.5,624000,"NO.HOOKS","-w","kg","bet",176500,6563500,-5038,20.58,0.14,8.52476445691256,1
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","skj",0,NA,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,66000,"NO.HOOKS","-w","kg","skj",0,NA,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",12.5,-7.5,63000,"NO.HOOKS","-w","kg","skj",0,NA,-160,18.92,1.41,5.07517381523383,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-2.5,156000,"NO.HOOKS","-w","kg","skj",0,NA,-4715,19.5,0.2,8.45850419506756,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-7.5,68000,"NO.HOOKS","-w","kg","skj",0,NA,-4297,19.78,0.08,8.365672383775,0
2000,606,6,"AT","China P.R.","CHN","LL",-22.5,-7.5,63000,"NO.HOOKS","-w","kg","skj",0,NA,-5325,19.97,0.08,8.58016799057763,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,2.5,624000,"NO.HOOKS","-w","kg","skj",0,NA,-5038,20.58,0.14,8.52476445691256,0
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","yft",0,1674200,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,66000,"NO.HOOKS","-w","kg","yft",0,1674200,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",12.5,-7.5,63000,"NO.HOOKS","-w","kg","yft",100,1674200,-160,18.92,1.41,5.07517381523383,1
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-2.5,156000,"NO.HOOKS","-w","kg","yft",6800,1674200,-4715,19.5,0.2,8.45850419506756,1
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-7.5,68000,"NO.HOOKS","-w","kg","yft",2100,1674200,-4297,19.78,0.08,8.365672383775,1
2000,606,6,"AT","China P.R.","CHN","LL",-22.5,-7.5,63000,"NO.HOOKS","-w","kg","yft",5400,1674200,-5325,19.97,0.08,8.58016799057763,1
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,2.5,624000,"NO.HOOKS","-w","kg","yft",10100,1674200,-5038,20.58,0.14,8.52476445691256,1
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","swo",0,365600,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,66000,"NO.HOOKS","-w","kg","swo",500,365600,-4474,19.5,0.28,8.40603814205008,1
2000,606,6,"AT","China P.R.","CHN","LL",12.5,-7.5,63000,"NO.HOOKS","-w","kg","swo",100,365600,-160,18.92,1.41,5.07517381523383,1
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-2.5,156000,"NO.HOOKS","-w","kg","swo",0,365600,-4715,19.5,0.2,8.45850419506756,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-7.5,68000,"NO.HOOKS","-w","kg","swo",800,365600,-4297,19.78,0.08,8.365672383775,1
2000,606,6,"AT","China P.R.","CHN","LL",-22.5,-7.5,63000,"NO.HOOKS","-w","kg","swo",1600,365600,-5325,19.97,0.08,8.58016799057763,1
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,2.5,624000,"NO.HOOKS","-w","kg","swo",4600,365600,-5038,20.58,0.14,8.52476445691256,1
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","bum",0,23200,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,66000,"NO.HOOKS","-w","kg","bum",0,23200,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",12.5,-7.5,63000,"NO.HOOKS","-w","kg","bum",0,23200,-160,18.92,1.41,5.07517381523383,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-2.5,156000,"NO.HOOKS","-w","kg","bum",1000,23200,-4715,19.5,0.2,8.45850419506756,1
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-7.5,68000,"NO.HOOKS","-w","kg","bum",0,23200,-4297,19.78,0.08,8.365672383775,0
2000,606,6,"AT","China P.R.","CHN","LL",-22.5,-7.5,63000,"NO.HOOKS","-w","kg","bum",0,23200,-5325,19.97,0.08,8.58016799057763,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,2.5,624000,"NO.HOOKS","-w","kg","bum",0,23200,-5038,20.58,0.14,8.52476445691256,0
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","sai",0,8000,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,66000,"NO.HOOKS","-w","kg","sai",0,8000,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",12.5,-7.5,63000,"NO.HOOKS","-w","kg","sai",0,8000,-160,18.92,1.41,5.07517381523383,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-2.5,156000,"NO.HOOKS","-w","kg","sai",0,8000,-4715,19.5,0.2,8.45850419506756,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-7.5,68000,"NO.HOOKS","-w","kg","sai",0,8000,-4297,19.78,0.08,8.365672383775,0
2000,606,6,"AT","China P.R.","CHN","LL",-22.5,-7.5,63000,"NO.HOOKS","-w","kg","sai",0,8000,-5325,19.97,0.08,8.58016799057763,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,2.5,624000,"NO.HOOKS","-w","kg","sai",900,8000,-5038,20.58,0.14,8.52476445691256,1
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","whm",0,2400,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",7.5,-7.5,66000,"NO.HOOKS","-w","kg","whm",0,2400,-4474,19.5,0.28,8.40603814205008,0
2000,606,6,"AT","China P.R.","CHN","LL",12.5,-7.5,63000,"NO.HOOKS","-w","kg","whm",0,2400,-160,18.92,1.41,5.07517381523383,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-2.5,156000,"NO.HOOKS","-w","kg","whm",0,2400,-4715,19.5,0.2,8.45850419506756,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,-7.5,68000,"NO.HOOKS","-w","kg","whm",0,2400,-4297,19.78,0.08,8.365672383775,0
2000,606,6,"AT","China P.R.","CHN","LL",-22.5,-7.5,63000,"NO.HOOKS","-w","kg","whm",0,2400,-5325,19.97,0.08,8.58016799057763,0
2000,606,6,"AT","China P.R.","CHN","LL",-17.5,2.5,624000,"NO.HOOKS","-w","kg","whm",0,2400,-5038,20.58,0.14,8.52476445691256,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-2.5,115000,"NO.HOOKS","-w","kg","alb",200,104700,-3545,19.05,0.37,8.17329343896623,1
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-12.5,63000,"NO.HOOKS","-w","kg","alb",0,104700,-5578,18.75,0.1,8.62658556818743,0
2000,607,7,"AT","China P.R.","CHN","LL",7.5,-12.5,71000,"NO.HOOKS","-w","kg","alb",0,104700,-4991,18.74,0.17,8.51539156946961,0
2000,607,7,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","alb",3200,104700,-4715,19.5,0.2,8.45850419506756,1
2000,607,7,"AT","China P.R.","CHN","LL",-22.5,-2.5,156000,"NO.HOOKS","-w","kg","alb",1500,104700,-5484,19.89,0.15,8.60959004068221,1
2000,607,7,"AT","China P.R.","CHN","LL",-12.5,-12.5,63000,"NO.HOOKS","-w","kg","alb",100,104700,-3295,18.93,0.05,8.10016144693661,1
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-2.5,115000,"NO.HOOKS","-w","kg","bft",0,79600,-3545,19.05,0.37,8.17329343896623,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-12.5,63000,"NO.HOOKS","-w","kg","bft",0,79600,-5578,18.75,0.1,8.62658556818743,0
2000,607,7,"AT","China P.R.","CHN","LL",7.5,-12.5,71000,"NO.HOOKS","-w","kg","bft",0,79600,-4991,18.74,0.17,8.51539156946961,0
2000,607,7,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","bft",0,79600,-4715,19.5,0.2,8.45850419506756,0
2000,607,7,"AT","China P.R.","CHN","LL",-22.5,-2.5,156000,"NO.HOOKS","-w","kg","bft",0,79600,-5484,19.89,0.15,8.60959004068221,0
2000,607,7,"AT","China P.R.","CHN","LL",-12.5,-12.5,63000,"NO.HOOKS","-w","kg","bft",0,79600,-3295,18.93,0.05,8.10016144693661,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-2.5,115000,"NO.HOOKS","-w","kg","bet",17300,6563500,-3545,19.05,0.37,8.17329343896623,1
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-12.5,63000,"NO.HOOKS","-w","kg","bet",10600,6563500,-5578,18.75,0.1,8.62658556818743,1
2000,607,7,"AT","China P.R.","CHN","LL",7.5,-12.5,71000,"NO.HOOKS","-w","kg","bet",18100,6563500,-4991,18.74,0.17,8.51539156946961,1
2000,607,7,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","bet",95500,6563500,-4715,19.5,0.2,8.45850419506756,1
2000,607,7,"AT","China P.R.","CHN","LL",-22.5,-2.5,156000,"NO.HOOKS","-w","kg","bet",45200,6563500,-5484,19.89,0.15,8.60959004068221,1
2000,607,7,"AT","China P.R.","CHN","LL",-12.5,-12.5,63000,"NO.HOOKS","-w","kg","bet",15700,6563500,-3295,18.93,0.05,8.10016144693661,1
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-2.5,115000,"NO.HOOKS","-w","kg","skj",0,NA,-3545,19.05,0.37,8.17329343896623,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-12.5,63000,"NO.HOOKS","-w","kg","skj",0,NA,-5578,18.75,0.1,8.62658556818743,0
2000,607,7,"AT","China P.R.","CHN","LL",7.5,-12.5,71000,"NO.HOOKS","-w","kg","skj",0,NA,-4991,18.74,0.17,8.51539156946961,0
2000,607,7,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","skj",0,NA,-4715,19.5,0.2,8.45850419506756,0
2000,607,7,"AT","China P.R.","CHN","LL",-22.5,-2.5,156000,"NO.HOOKS","-w","kg","skj",0,NA,-5484,19.89,0.15,8.60959004068221,0
2000,607,7,"AT","China P.R.","CHN","LL",-12.5,-12.5,63000,"NO.HOOKS","-w","kg","skj",0,NA,-3295,18.93,0.05,8.10016144693661,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-2.5,115000,"NO.HOOKS","-w","kg","yft",600,1674200,-3545,19.05,0.37,8.17329343896623,1
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-12.5,63000,"NO.HOOKS","-w","kg","yft",0,1674200,-5578,18.75,0.1,8.62658556818743,0
2000,607,7,"AT","China P.R.","CHN","LL",7.5,-12.5,71000,"NO.HOOKS","-w","kg","yft",0,1674200,-4991,18.74,0.17,8.51539156946961,0
2000,607,7,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","yft",40500,1674200,-4715,19.5,0.2,8.45850419506756,1
2000,607,7,"AT","China P.R.","CHN","LL",-22.5,-2.5,156000,"NO.HOOKS","-w","kg","yft",3400,1674200,-5484,19.89,0.15,8.60959004068221,1
2000,607,7,"AT","China P.R.","CHN","LL",-12.5,-12.5,63000,"NO.HOOKS","-w","kg","yft",0,1674200,-3295,18.93,0.05,8.10016144693661,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-2.5,115000,"NO.HOOKS","-w","kg","swo",5900,365600,-3545,19.05,0.37,8.17329343896623,1
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-12.5,63000,"NO.HOOKS","-w","kg","swo",1500,365600,-5578,18.75,0.1,8.62658556818743,1
2000,607,7,"AT","China P.R.","CHN","LL",7.5,-12.5,71000,"NO.HOOKS","-w","kg","swo",1000,365600,-4991,18.74,0.17,8.51539156946961,1
2000,607,7,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","swo",3900,365600,-4715,19.5,0.2,8.45850419506756,1
2000,607,7,"AT","China P.R.","CHN","LL",-22.5,-2.5,156000,"NO.HOOKS","-w","kg","swo",0,365600,-5484,19.89,0.15,8.60959004068221,0
2000,607,7,"AT","China P.R.","CHN","LL",-12.5,-12.5,63000,"NO.HOOKS","-w","kg","swo",500,365600,-3295,18.93,0.05,8.10016144693661,1
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-2.5,115000,"NO.HOOKS","-w","kg","bum",0,23200,-3545,19.05,0.37,8.17329343896623,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-12.5,63000,"NO.HOOKS","-w","kg","bum",0,23200,-5578,18.75,0.1,8.62658556818743,0
2000,607,7,"AT","China P.R.","CHN","LL",7.5,-12.5,71000,"NO.HOOKS","-w","kg","bum",0,23200,-4991,18.74,0.17,8.51539156946961,0
2000,607,7,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","bum",0,23200,-4715,19.5,0.2,8.45850419506756,0
2000,607,7,"AT","China P.R.","CHN","LL",-22.5,-2.5,156000,"NO.HOOKS","-w","kg","bum",0,23200,-5484,19.89,0.15,8.60959004068221,0
2000,607,7,"AT","China P.R.","CHN","LL",-12.5,-12.5,63000,"NO.HOOKS","-w","kg","bum",0,23200,-3295,18.93,0.05,8.10016144693661,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-2.5,115000,"NO.HOOKS","-w","kg","sai",0,8000,-3545,19.05,0.37,8.17329343896623,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-12.5,63000,"NO.HOOKS","-w","kg","sai",0,8000,-5578,18.75,0.1,8.62658556818743,0
2000,607,7,"AT","China P.R.","CHN","LL",7.5,-12.5,71000,"NO.HOOKS","-w","kg","sai",0,8000,-4991,18.74,0.17,8.51539156946961,0
2000,607,7,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","sai",1100,8000,-4715,19.5,0.2,8.45850419506756,1
2000,607,7,"AT","China P.R.","CHN","LL",-22.5,-2.5,156000,"NO.HOOKS","-w","kg","sai",0,8000,-5484,19.89,0.15,8.60959004068221,0
2000,607,7,"AT","China P.R.","CHN","LL",-12.5,-12.5,63000,"NO.HOOKS","-w","kg","sai",0,8000,-3295,18.93,0.05,8.10016144693661,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-2.5,115000,"NO.HOOKS","-w","kg","whm",0,2400,-3545,19.05,0.37,8.17329343896623,0
2000,607,7,"AT","China P.R.","CHN","LL",2.5,-12.5,63000,"NO.HOOKS","-w","kg","whm",0,2400,-5578,18.75,0.1,8.62658556818743,0
2000,607,7,"AT","China P.R.","CHN","LL",7.5,-12.5,71000,"NO.HOOKS","-w","kg","whm",0,2400,-4991,18.74,0.17,8.51539156946961,0
2000,607,7,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","whm",0,2400,-4715,19.5,0.2,8.45850419506756,0
2000,607,7,"AT","China P.R.","CHN","LL",-22.5,-2.5,156000,"NO.HOOKS","-w","kg","whm",0,2400,-5484,19.89,0.15,8.60959004068221,0
2000,607,7,"AT","China P.R.","CHN","LL",-12.5,-12.5,63000,"NO.HOOKS","-w","kg","whm",0,2400,-3295,18.93,0.05,8.10016144693661,0
2000,608,8,"AT","China P.R.","CHN","LL",7.5,-7.5,60000,"NO.HOOKS","-w","kg","alb",0,104700,-4474,19.5,0.28,8.40603814205008,0
2000,608,8,"AT","China P.R.","CHN","LL",-2.5,-2.5,134000,"NO.HOOKS","-w","kg","alb",300,104700,-4792,18.9,0.32,8.47470313979528,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","alb",1000,104700,-4715,19.5,0.2,8.45850419506756,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","alb",700,104700,-4715,19.5,0.2,8.45850419506756,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,2.5,71000,"NO.HOOKS","-w","kg","alb",0,104700,-5038,20.58,0.14,8.52476445691256,0
2000,608,8,"AT","China P.R.","CHN","LL",7.5,-7.5,60000,"NO.HOOKS","-w","kg","bft",0,79600,-4474,19.5,0.28,8.40603814205008,0
2000,608,8,"AT","China P.R.","CHN","LL",-2.5,-2.5,134000,"NO.HOOKS","-w","kg","bft",0,79600,-4792,18.9,0.32,8.47470313979528,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","bft",0,79600,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","bft",0,79600,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,2.5,71000,"NO.HOOKS","-w","kg","bft",0,79600,-5038,20.58,0.14,8.52476445691256,0
2000,608,8,"AT","China P.R.","CHN","LL",7.5,-7.5,60000,"NO.HOOKS","-w","kg","bet",10800,6563500,-4474,19.5,0.28,8.40603814205008,1
2000,608,8,"AT","China P.R.","CHN","LL",-2.5,-2.5,134000,"NO.HOOKS","-w","kg","bet",31000,6563500,-4792,18.9,0.32,8.47470313979528,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","bet",22600,6563500,-4715,19.5,0.2,8.45850419506756,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","bet",143600,6563500,-4715,19.5,0.2,8.45850419506756,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,2.5,71000,"NO.HOOKS","-w","kg","bet",20100,6563500,-5038,20.58,0.14,8.52476445691256,1
2000,608,8,"AT","China P.R.","CHN","LL",7.5,-7.5,60000,"NO.HOOKS","-w","kg","skj",0,NA,-4474,19.5,0.28,8.40603814205008,0
2000,608,8,"AT","China P.R.","CHN","LL",-2.5,-2.5,134000,"NO.HOOKS","-w","kg","skj",0,NA,-4792,18.9,0.32,8.47470313979528,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","skj",0,NA,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","skj",0,NA,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,2.5,71000,"NO.HOOKS","-w","kg","skj",0,NA,-5038,20.58,0.14,8.52476445691256,0
2000,608,8,"AT","China P.R.","CHN","LL",7.5,-7.5,60000,"NO.HOOKS","-w","kg","yft",400,1674200,-4474,19.5,0.28,8.40603814205008,1
2000,608,8,"AT","China P.R.","CHN","LL",-2.5,-2.5,134000,"NO.HOOKS","-w","kg","yft",1100,1674200,-4792,18.9,0.32,8.47470313979528,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","yft",2300,1674200,-4715,19.5,0.2,8.45850419506756,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","yft",8400,1674200,-4715,19.5,0.2,8.45850419506756,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,2.5,71000,"NO.HOOKS","-w","kg","yft",2600,1674200,-5038,20.58,0.14,8.52476445691256,1
2000,608,8,"AT","China P.R.","CHN","LL",7.5,-7.5,60000,"NO.HOOKS","-w","kg","swo",5100,365600,-4474,19.5,0.28,8.40603814205008,1
2000,608,8,"AT","China P.R.","CHN","LL",-2.5,-2.5,134000,"NO.HOOKS","-w","kg","swo",9400,365600,-4792,18.9,0.32,8.47470313979528,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","swo",0,365600,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","swo",6000,365600,-4715,19.5,0.2,8.45850419506756,1
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,2.5,71000,"NO.HOOKS","-w","kg","swo",1900,365600,-5038,20.58,0.14,8.52476445691256,1
2000,608,8,"AT","China P.R.","CHN","LL",7.5,-7.5,60000,"NO.HOOKS","-w","kg","bum",0,23200,-4474,19.5,0.28,8.40603814205008,0
2000,608,8,"AT","China P.R.","CHN","LL",-2.5,-2.5,134000,"NO.HOOKS","-w","kg","bum",0,23200,-4792,18.9,0.32,8.47470313979528,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","bum",0,23200,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","bum",0,23200,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,2.5,71000,"NO.HOOKS","-w","kg","bum",0,23200,-5038,20.58,0.14,8.52476445691256,0
2000,608,8,"AT","China P.R.","CHN","LL",7.5,-7.5,60000,"NO.HOOKS","-w","kg","sai",0,8000,-4474,19.5,0.28,8.40603814205008,0
2000,608,8,"AT","China P.R.","CHN","LL",-2.5,-2.5,134000,"NO.HOOKS","-w","kg","sai",0,8000,-4792,18.9,0.32,8.47470313979528,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","sai",0,8000,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","sai",0,8000,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,2.5,71000,"NO.HOOKS","-w","kg","sai",0,8000,-5038,20.58,0.14,8.52476445691256,0
2000,608,8,"AT","China P.R.","CHN","LL",7.5,-7.5,60000,"NO.HOOKS","-w","kg","whm",0,2400,-4474,19.5,0.28,8.40603814205008,0
2000,608,8,"AT","China P.R.","CHN","LL",-2.5,-2.5,134000,"NO.HOOKS","-w","kg","whm",0,2400,-4792,18.9,0.32,8.47470313979528,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","whm",0,2400,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,-2.5,645000,"NO.HOOKS","-w","kg","whm",0,2400,-4715,19.5,0.2,8.45850419506756,0
2000,608,8,"AT","China P.R.","CHN","LL",-17.5,2.5,71000,"NO.HOOKS","-w","kg","whm",0,2400,-5038,20.58,0.14,8.52476445691256,0
2000,609,9,"AT","China P.R.","CHN","LL",2.5,2.5,61000,"NO.HOOKS","-w","kg","alb",0,104700,-4349,20.88,0.11,8.37770121259764,0
2000,609,9,"AT","China P.R.","CHN","LL",2.5,-2.5,68000,"NO.HOOKS","-w","kg","alb",500,104700,-3545,19.05,0.37,8.17329343896623,1
2000,609,9,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","alb",0,104700,-4474,19.5,0.28,8.40603814205008,0
2000,609,9,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","alb",0,104700,-4715,19.5,0.2,8.45850419506756,0
2000,609,9,"AT","China P.R.","CHN","LL",-17.5,2.5,46000,"NO.HOOKS","-w","kg","alb",0,104700,-5038,20.58,0.14,8.52476445691256,0
2000,609,9,"AT","China P.R.","CHN","LL",-22.5,2.5,507000,"NO.HOOKS","-w","kg","alb",1100,104700,-4578,20.57,0.12,8.42901750051251,1
2000,609,9,"AT","China P.R.","CHN","LL",-27.5,57.5,156000,"NO.HOOKS","-w","kg","alb",0,104700,-2566,8.1,0.87,7.85010354517558,0
2000,609,9,"AT","China P.R.","CHN","LL",2.5,2.5,61000,"NO.HOOKS","-w","kg","bft",0,79600,-4349,20.88,0.11,8.37770121259764,0
2000,609,9,"AT","China P.R.","CHN","LL",2.5,-2.5,68000,"NO.HOOKS","-w","kg","bft",0,79600,-3545,19.05,0.37,8.17329343896623,0
2000,609,9,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","bft",0,79600,-4474,19.5,0.28,8.40603814205008,0
2000,609,9,"AT","China P.R.","CHN","LL",-17.5,-2.5,161000,"NO.HOOKS","-w","kg","bft",0,79600,-4715,19.5,0.2,8.45850419506756,0
2000,609,9,"AT","China P.R.","CHN","LL",-17.5,2.5,46000,"NO.HOOKS","-w","kg","bft",0,79600,-5038,20.58,0.14,8.52476445691256,0
2000,609,9,"AT","China P.R.","CHN","LL",-22.5,2.5,507000,"NO.HOOKS","-w","kg","bft",0,79600,-4578,20.57,0.12,8.42901750051251,0
2000,609,9,"AT","China P.R.","CHN","LL",-27.5,57.5,156000,"NO.HOOKS","-w","kg","bft",17600,79600,-2566,8.1,0.87,7.85010354517558,1
2000,609,9,"AT","China P.R.","CHN","LL",2.5,2.5,61000,"NO.HOOKS","-w","kg","bet",24500,6563500,-4349,20.88,0.11,8.37770121259764,1
2000,609,9,"AT","China P.R.","CHN","LL",2.5,-2.5,68000,"NO.HOOKS","-w","kg","bet",29300,6563500,-3545,19.05,0.37,8.17329343896623,1
2000,609,9,"AT","China P.R.","CHN","LL",7.5,-7.5,61000,"NO.HOOKS","-w","kg","bet",35700,6563500,-4474,19.5,0.28,8.40603814205008,1
